timestamp,user_id,ip_address,region,device_type,product_id,event_type,login_status,response_time,anomaly_type
2025-09-21 00:37:11.948143,U116,191.240.185.235,West,Mobile,P032,click,success,0.26,normal
2025-09-11 03:04:11.948143,U037,209.222.94.162,East,Desktop,P024,login,failed,1.65,normal
2025-09-15 04:19:11.948143,U085,131.12.182.109,South,Tablet,P006,click,success,1.87,normal
2025-09-14 07:51:02.948143,U008,203.0.113.1,South,Mobile,P009,click,success,1.19,ddos
2025-09-30 04:26:11.948143,U020,233.219.151.131,South,Tablet,P001,login,success,1.52,normal
2025-09-29 16:47:11.948143,U095,251.18.247.81,South,Desktop,P028,purchase,success,1.64,normal
2025-09-08 06:30:11.948143,U189,58.144.228.12,South,Tablet,P014,click,success,1.39,normal
2025-09-12 16:34:11.948143,U106,192.158.24.78,East,Desktop,P038,click,success,0.88,normal
2025-09-18 23:44:11.948143,U042,194.235.77.227,East,Tablet,P026,purchase,success,1.64,normal
2025-09-12 17:31:11.948143,U062,86.113.61.44,North,Mobile,P018,login,success,1.12,normal
2025-10-02 20:08:11.948143,U076,51.152.227.114,West,Tablet,P025,login,success,1.9,normal
2025-09-11 00:51:11.948143,U137,120.145.244.177,East,Desktop,P024,purchase,success,1.35,normal
2025-09-19 07:14:11.948143,U110,99.78.146.190,South,Mobile,P018,purchase,success,0.24,normal
2025-09-10 13:47:11.948143,U064,90.8.199.199,South,Tablet,P005,view,success,1.96,normal
2025-10-01 09:19:11.948143,U077,118.26.36.224,East,Desktop,P012,click,success,1.07,normal
2025-09-18 07:36:11.948143,U147,224.210.169.68,South,Desktop,P020,view,success,0.87,normal
2025-09-28 10:58:11.948143,U053,99.50.211.173,South,Mobile,P043,click,success,1.05,normal
2025-09-20 05:25:11.948143,U035,17.215.103.130,West,Mobile,P021,click,success,0.78,normal
2025-09-25 13:04:11.948143,U092,96.214.47.152,South,Tablet,P043,view,success,0.6,normal
2025-09-18 01:05:11.948143,U131,163.106.193.59,West,Desktop,P013,login,success,1.0,normal
2025-09-29 05:21:11.948143,U198,122.250.115.129,East,Desktop,P025,click,success,0.67,normal
2025-09-19 08:41:11.948143,U035,228.176.130.30,South,Tablet,P012,purchase,success,1.45,normal
2025-10-03 22:53:11.948143,U085,130.173.159.159,North,Tablet,P033,view,success,1.27,normal
2025-10-03 22:12:11.948143,U031,156.118.68.128,West,Tablet,P035,login,success,0.51,normal
2025-09-22 17:34:11.948143,U104,206.190.90.241,North,Desktop,P017,view,success,1.5,normal
2025-09-08 15:31:11.948143,U156,209.249.117.96,North,Tablet,P011,click,success,0.49,normal
2025-10-02 15:25:11.948143,U032,229.31.198.73,North,Tablet,P040,view,success,0.64,normal
2025-09-06 04:22:11.948143,U099,90.180.130.36,North,Desktop,P022,purchase,success,0.43,normal
2025-09-29 13:22:11.948143,U145,59.233.226.141,East,Tablet,P032,click,success,1.36,normal
2025-10-01 04:04:11.948143,U135,171.30.225.255,West,Tablet,P022,purchase,success,0.26,normal
2025-09-30 14:09:11.948143,U147,202.194.124.233,West,Desktop,P038,view,success,0.26,normal
2025-09-23 00:48:11.948143,U002,173.192.89.27,North,Tablet,P007,purchase,success,0.25,normal
2025-09-19 04:24:11.948143,U114,35.162.14.180,East,Mobile,P038,purchase,success,1.54,normal
2025-09-12 10:19:11.948143,U080,81.232.113.186,North,Mobile,P005,login,failed,0.55,normal
2025-09-29 02:11:11.948143,U070,51.198.121.64,South,Tablet,P004,purchase,success,1.2,normal
2025-09-18 02:41:11.948143,U141,117.76.234.242,West,Tablet,P013,view,success,1.82,normal
2025-10-03 19:08:11.948143,U185,72.106.82.205,North,Tablet,P016,login,failed,1.15,normal
2025-09-24 13:14:30.948143,U003,203.0.113.1,East,Desktop,P042,purchase,success,1.31,ddos
2025-09-22 10:11:11.948143,U105,71.70.138.42,South,Mobile,P042,click,success,1.3,normal
2025-09-08 06:50:11.948143,U069,107.40.42.74,West,Mobile,P008,click,success,1.26,normal
2025-09-14 10:51:11.948143,U029,50.18.200.238,West,Desktop,P015,login,failed,0.44,normal
2025-09-12 11:22:11.948143,U073,221.153.218.212,West,Tablet,P035,login,success,0.7,normal
2025-09-06 15:26:11.948143,U018,135.48.145.31,North,Desktop,P008,view,success,1.34,normal
2025-09-24 13:14:43.948143,U003,203.0.113.1,East,Desktop,P042,purchase,success,0.92,ddos
2025-09-19 06:00:11.948143,U199,116.159.6.111,South,Mobile,P021,login,success,1.9,normal
2025-09-29 21:59:11.948143,U004,143.240.251.13,West,Mobile,P037,click,success,1.92,normal
2025-09-08 05:15:11.948143,U101,237.37.3.228,West,Mobile,P036,view,success,1.26,normal
2025-09-29 10:38:11.948143,U065,22.177.116.134,North,Tablet,P005,click,success,1.68,normal
2025-09-30 17:26:11.948143,U126,65.35.252.209,South,Tablet,P025,login,failed,0.56,normal
2025-09-16 11:37:11.948143,U143,110.8.154.14,North,Desktop,P015,click,success,1.25,normal
2025-09-26 02:05:11.948143,U073,42.42.78.226,West,Desktop,P048,login,success,0.72,normal
2025-09-28 16:58:11.948143,U037,122.93.192.27,South,Tablet,P022,purchase,success,1.81,normal
2025-10-04 09:29:11.948143,U039,90.77.254.198,East,Tablet,P018,login,success,0.67,normal
2025-09-28 11:32:11.948143,U145,21.81.31.148,West,Desktop,P022,view,success,1.43,normal
2025-09-14 16:05:11.948143,U148,94.134.179.252,East,Desktop,P046,click,success,0.63,normal
2025-09-27 08:14:11.948143,U176,48.59.222.193,West,Mobile,P029,view,success,0.49,normal
2025-09-13 11:30:11.948143,U010,85.134.193.44,South,Mobile,P032,view,success,0.83,normal
2025-09-27 03:07:11.948143,U151,37.106.31.203,South,Mobile,P019,login,failed,0.6,normal
2025-09-08 02:51:11.948143,U057,20.231.183.91,South,Mobile,P026,login,success,0.84,normal
2025-09-20 07:38:11.948143,U184,36.51.126.220,North,Mobile,P017,login,failed,1.57,normal
2025-09-14 22:58:11.948143,U132,188.32.79.144,North,Desktop,P050,purchase,success,1.21,normal
2025-09-24 10:42:11.948143,U183,146.19.107.104,South,Desktop,P024,view,success,1.21,normal
2025-09-27 17:35:11.948143,U164,233.76.58.103,West,Desktop,P011,login,success,1.56,normal
2025-09-12 22:10:11.948143,U130,181.139.74.114,North,Desktop,P044,purchase,success,1.3,normal
2025-10-03 07:39:11.948143,U064,113.12.194.53,North,Mobile,P014,login,success,1.45,normal
2025-09-30 20:14:11.948143,U145,175.175.193.122,West,Mobile,P036,click,success,1.71,normal
2025-09-29 22:19:11.948143,U017,152.82.9.139,West,Tablet,P006,purchase,success,1.9,normal
2025-09-24 17:13:11.948143,U176,143.155.55.58,East,Mobile,P016,purchase,success,0.35,normal
2025-09-15 16:53:11.948143,U084,120.178.94.71,North,Mobile,P023,click,success,1.86,normal
2025-09-12 21:46:11.948143,U142,227.226.164.129,South,Desktop,P050,view,success,0.45,normal
2025-09-05 19:01:11.948143,U149,126.235.177.154,North,Tablet,P030,login,failed,0.13,normal
2025-09-09 14:34:20.948143,U009,203.0.113.1,West,Tablet,P050,login,success,0.19,ddos
2025-09-12 03:13:11.948143,U041,222.128.139.166,South,Desktop,P036,login,success,0.92,normal
2025-09-20 13:55:11.948143,U058,173.222.170.71,East,Mobile,P002,view,success,1.08,normal
2025-09-10 01:14:11.948143,U067,3.39.161.230,West,Desktop,P031,click,success,0.69,normal
2025-09-19 05:12:11.948143,U181,172.57.133.195,West,Tablet,P011,click,success,1.57,normal
2025-09-06 02:00:11.948143,U036,219.44.228.67,North,Tablet,P043,login,success,0.69,normal
2025-09-11 02:40:11.948143,U020,33.227.225.87,West,Mobile,P006,purchase,success,1.48,normal
2025-09-30 21:59:11.948143,U141,125.73.218.140,North,Tablet,P014,click,success,1.18,normal
2025-09-24 21:22:11.948143,U074,228.84.241.50,West,Mobile,P033,view,success,1.5,normal
2025-09-22 00:12:11.948143,U174,195.153.156.73,West,Desktop,P041,click,success,0.46,normal
2025-09-10 18:10:58.948143,U009,203.0.113.1,East,Mobile,P021,login,success,0.63,ddos
2025-09-10 02:36:11.948143,U040,1.57.242.82,North,Tablet,P009,click,success,1.47,normal
2025-09-05 05:33:11.948143,U001,30.125.101.248,East,Mobile,P007,view,success,1.14,normal
2025-09-18 11:45:11.948143,U047,199.48.149.255,West,Desktop,P021,purchase,success,0.4,normal
2025-09-15 15:55:11.948143,U103,255.253.63.247,West,Desktop,P038,purchase,success,0.13,normal
2025-09-10 04:04:11.948143,U173,187.208.27.10,West,Desktop,P022,click,success,0.37,normal
2025-09-23 20:09:55.948143,U009,203.0.113.1,West,Tablet,P028,click,success,1.04,ddos
2025-10-04 11:18:11.948143,U078,84.199.220.11,East,Tablet,P020,purchase,success,0.81,normal
2025-09-25 03:21:11.948143,U027,56.9.233.228,East,Mobile,P011,view,success,1.54,normal
2025-09-15 17:34:11.948143,U173,214.23.205.109,West,Mobile,P036,click,success,0.44,normal
2025-10-03 14:17:11.948143,U087,63.126.90.80,North,Desktop,P050,purchase,success,1.25,normal
2025-09-06 16:33:11.948143,U157,195.206.73.148,East,Tablet,P028,purchase,success,0.73,normal
2025-09-15 02:10:11.948143,U026,55.101.88.98,West,Desktop,P021,click,success,0.85,normal
2025-09-29 11:37:11.948143,U043,52.227.210.44,East,Mobile,P010,login,success,0.61,normal
2025-09-11 05:33:11.948143,U001,228.110.114.23,East,Desktop,P023,login,success,1.13,normal
2025-09-19 15:07:11.948143,U105,41.177.241.251,South,Tablet,P021,click,success,0.6,normal
2025-09-13 09:43:11.948143,U185,39.235.196.195,North,Tablet,P020,purchase,success,0.86,normal
2025-09-11 05:55:11.948143,U122,205.169.32.13,East,Desktop,P017,click,success,1.42,normal
2025-09-17 18:01:11.948143,U004,158.231.100.213,North,Mobile,P045,view,success,0.16,normal
2025-09-28 11:00:11.948143,U080,1.103.31.68,South,Desktop,P017,click,success,0.82,normal
2025-09-25 22:24:11.948143,U125,129.220.202.255,East,Mobile,P028,login,success,0.27,normal
2025-09-05 13:21:11.948143,U153,116.214.120.205,South,Desktop,P034,purchase,success,1.1,normal
2025-09-07 08:01:11.948143,U142,21.110.11.188,North,Mobile,P014,view,success,1.23,normal
2025-10-03 03:00:11.948143,U192,164.76.167.187,South,Tablet,P024,view,success,0.74,normal
2025-09-24 23:04:11.948143,U097,53.128.177.18,West,Mobile,P047,click,success,1.96,normal
2025-09-17 18:48:11.948143,U125,45.238.236.23,North,Mobile,P002,login,success,1.03,normal
2025-09-10 18:11:11.948143,U009,203.0.113.1,East,Mobile,P021,click,success,1.25,ddos
2025-09-12 10:01:11.948143,U047,142.53.196.73,South,Desktop,P021,login,success,1.01,normal
2025-09-29 05:59:11.948143,U027,228.124.115.21,South,Mobile,P014,view,success,1.77,normal
2025-09-24 11:40:11.948143,U007,204.136.174.205,West,Tablet,P013,purchase,success,0.71,normal
2025-09-21 01:42:11.948143,U087,39.43.88.251,West,Desktop,P006,click,success,0.98,normal
2025-09-28 11:46:11.948143,U050,20.166.168.113,East,Desktop,P021,purchase,success,0.12,normal
2025-10-01 21:21:11.948143,U165,55.137.20.161,North,Mobile,P028,view,success,1.22,normal
2025-09-16 12:01:11.948143,U150,189.61.9.93,West,Desktop,P022,click,success,1.13,normal
2025-09-23 05:27:11.948143,U038,38.126.254.91,East,Mobile,P039,click,success,1.2,normal
2025-09-23 06:12:11.948143,U180,89.215.159.31,East,Tablet,P035,purchase,success,0.63,normal
2025-09-04 19:34:11.948143,U005,12.137.129.150,North,Tablet,P015,login,success,0.54,normal
2025-09-21 13:55:11.948143,U120,213.170.71.17,South,Mobile,P003,login,failed,1.71,normal
2025-09-26 21:18:11.948143,U200,119.24.234.58,South,Desktop,P020,purchase,success,0.82,normal
2025-09-19 10:28:11.948143,U038,182.185.242.66,South,Tablet,P039,login,failed,1.83,normal
2025-09-17 17:42:11.948143,U119,189.29.182.38,South,Tablet,P035,click,success,0.3,normal
2025-09-05 00:38:11.948143,U172,60.18.24.122,East,Desktop,P020,view,success,0.84,normal
2025-09-10 11:25:11.948143,U174,205.191.187.250,North,Mobile,P019,click,success,1.83,normal
2025-09-29 06:58:11.948143,U182,239.212.143.232,South,Desktop,P011,login,failed,1.87,normal
2025-09-10 05:25:11.948143,U153,158.39.49.105,West,Desktop,P009,view,success,0.72,normal
2025-09-13 15:29:11.948143,U113,134.34.166.48,North,Mobile,P043,purchase,success,1.02,normal
2025-09-14 17:42:11.948143,U007,149.8.21.124,West,Tablet,P028,purchase,success,1.3,normal
2025-09-16 10:47:11.948143,U056,106.22.155.250,West,Mobile,P028,login,success,0.9,normal
2025-09-26 02:58:11.948143,U189,46.254.68.133,West,Desktop,P022,purchase,success,0.81,normal
2025-10-02 08:06:11.948143,U196,250.243.51.26,East,Mobile,P033,login,failed,1.0,normal
2025-09-23 07:20:11.948143,U052,240.25.27.120,North,Tablet,P005,view,success,1.55,normal
2025-10-03 13:26:11.948143,U002,164.173.35.127,North,Tablet,P014,click,success,0.16,normal
2025-09-08 09:39:11.948143,U061,71.193.29.144,West,Tablet,P025,view,success,1.89,normal
2025-09-05 22:21:11.948143,U118,146.153.46.98,West,Tablet,P012,view,success,1.87,normal
2025-09-05 05:33:11.948143,U177,250.192.62.4,South,Desktop,P008,click,success,1.04,normal
2025-09-27 03:18:11.948143,U146,46.240.47.16,South,Mobile,P036,login,success,0.56,normal
2025-09-10 05:24:11.948143,U017,38.98.180.82,East,Tablet,P047,purchase,success,0.46,normal
2025-09-29 22:21:11.948143,U111,238.190.115.177,North,Desktop,P011,login,failed,1.85,normal
2025-09-05 15:54:11.948143,U160,9.27.74.33,East,Tablet,P041,purchase,success,1.48,normal
2025-09-07 09:34:11.948143,U024,224.211.56.143,South,Tablet,P039,login,failed,1.76,normal
2025-09-18 13:40:11.948143,U065,85.190.189.56,North,Desktop,P018,login,success,0.83,normal
2025-09-26 23:35:53.948143,U001,203.0.113.1,East,Mobile,P010,view,success,1.56,ddos
2025-09-11 13:04:11.948143,U189,167.64.196.54,North,Mobile,P045,login,failed,0.45,normal
2025-09-17 16:11:11.948143,U174,240.150.44.159,East,Desktop,P016,click,success,1.0,normal
2025-09-07 20:10:11.948143,U091,123.174.86.127,South,Desktop,P016,login,success,1.33,normal
2025-09-23 20:10:10.948143,U009,203.0.113.1,West,Tablet,P028,click,success,1.01,ddos
2025-09-07 00:14:11.948143,U196,37.16.81.246,West,Desktop,P004,login,success,1.54,normal
2025-09-07 21:49:11.948143,U042,243.154.214.76,East,Desktop,P044,purchase,success,1.51,normal
2025-09-13 02:58:11.948143,U052,82.50.44.126,South,Tablet,P035,login,failed,0.46,normal
2025-09-08 01:44:11.948143,U109,108.245.62.146,South,Desktop,P048,purchase,success,1.1,normal
2025-09-27 13:54:11.948143,U005,222.142.254.70,North,Desktop,P039,click,success,1.49,normal
2025-09-24 02:33:53.948143,U001,203.0.113.1,West,Desktop,P039,login,success,1.58,ddos
2025-09-11 09:48:11.948143,U009,245.160.187.199,East,Tablet,P021,login,success,1.57,normal
2025-09-11 03:00:11.948143,U083,193.186.43.74,East,Tablet,P011,click,success,0.93,normal
2025-09-10 12:36:11.948143,U076,36.131.175.181,East,Mobile,P018,click,success,1.69,normal
2025-09-25 20:41:11.948143,U145,248.160.133.67,West,Mobile,P036,purchase,success,1.03,normal
2025-09-13 17:11:11.948143,U026,227.221.7.189,East,Tablet,P038,login,failed,1.51,normal
2025-10-01 04:41:11.948143,U081,23.26.168.57,South,Tablet,P030,login,success,1.78,normal
2025-09-21 13:49:11.948143,U021,53.107.140.168,North,Desktop,P042,click,success,1.81,normal
2025-10-02 03:30:11.948143,U020,216.133.84.229,West,Tablet,P033,view,success,0.82,normal
2025-09-08 16:28:11.948143,U190,101.157.236.40,West,Desktop,P004,login,failed,0.98,normal
2025-09-30 08:55:11.948143,U017,248.122.49.135,North,Mobile,P031,login,failed,1.56,normal
2025-09-09 10:27:11.948143,U029,226.65.17.110,East,Mobile,P022,view,success,1.01,normal
2025-09-11 21:39:11.948143,U178,253.237.155.87,West,Mobile,P024,view,success,1.44,normal
2025-09-25 05:54:11.948143,U124,132.250.176.28,East,Mobile,P002,click,success,0.99,normal
2025-09-16 01:45:11.948143,U041,15.202.38.88,West,Tablet,P003,view,success,1.37,normal
2025-09-15 03:21:02.948143,U002,203.0.113.1,East,Tablet,P021,purchase,success,0.59,ddos
2025-09-28 10:16:11.948143,U162,221.190.158.230,North,Desktop,P045,login,success,1.64,normal
2025-09-25 02:51:11.948143,U072,208.40.155.232,East,Mobile,P032,purchase,success,0.26,normal
2025-09-15 16:03:11.948143,U158,31.72.134.141,North,Mobile,P041,view,success,1.23,normal
2025-09-21 01:36:11.948143,U159,153.89.1.233,East,Tablet,P027,login,failed,1.43,normal
2025-09-19 10:06:11.948143,U082,6.111.190.238,West,Mobile,P043,login,success,0.53,normal
2025-09-30 12:51:11.948143,U113,149.204.242.200,East,Mobile,P046,view,success,1.34,normal
2025-09-13 12:31:11.948143,U137,199.219.114.67,North,Tablet,P027,view,success,1.9,normal
2025-09-10 03:47:11.948143,U056,128.130.227.58,East,Tablet,P038,view,success,0.22,normal
2025-09-24 16:08:11.948143,U007,54.7.166.66,West,Tablet,P032,click,success,5.85,high_response
2025-09-25 19:28:11.948143,U021,117.102.170.253,North,Mobile,P002,login,success,1.21,normal
2025-09-24 00:30:11.948143,U079,152.30.54.143,South,Desktop,P040,purchase,success,1.9,normal
2025-09-22 17:24:11.948143,U088,61.123.64.98,South,Tablet,P049,click,success,0.89,normal
2025-09-06 19:21:11.948143,U096,54.15.238.246,West,Tablet,P003,click,success,0.79,normal
2025-09-10 18:25:11.948143,U010,235.220.243.200,East,Mobile,P003,click,success,1.6,normal
2025-10-03 15:22:11.948143,U172,250.113.91.145,South,Tablet,P030,click,success,1.82,normal
2025-09-29 10:52:11.948143,U120,38.115.76.37,North,Tablet,P016,view,success,0.15,normal
2025-09-10 14:11:11.948143,U037,162.62.173.70,South,Desktop,P018,purchase,success,0.13,normal
2025-09-23 20:09:29.948143,U009,203.0.113.1,West,Tablet,P028,login,success,0.12,ddos
2025-09-12 02:44:11.948143,U087,237.190.138.234,West,Tablet,P046,click,success,0.43,normal
2025-10-03 20:40:11.948143,U139,84.129.64.49,South,Mobile,P003,view,success,0.38,normal
2025-09-28 19:17:11.948143,U017,52.229.203.12,South,Mobile,P011,login,failed,1.41,normal
2025-10-03 03:08:11.948143,U049,227.150.4.211,West,Mobile,P020,login,success,1.12,normal
2025-09-20 20:06:11.948143,U011,240.202.91.226,North,Desktop,P026,purchase,success,0.25,normal
2025-09-24 13:13:11.948143,U027,114.99.13.224,South,Desktop,P036,view,success,1.96,normal
2025-09-25 06:01:11.948143,U001,116.183.39.128,East,Desktop,P034,click,success,0.91,normal
2025-09-30 14:06:11.948143,U117,62.248.3.120,East,Desktop,P001,purchase,success,1.22,normal
2025-09-28 08:08:41.948143,U001,203.0.113.1,East,Mobile,P031,click,success,1.87,ddos
2025-09-08 20:36:11.948143,U165,48.153.23.164,West,Tablet,P015,view,success,0.31,normal
2025-10-02 03:47:11.948143,U130,99.67.184.124,East,Mobile,P011,login,failed,0.66,normal
2025-09-27 20:57:11.948143,U077,69.254.42.181,West,Desktop,P030,view,success,1.06,normal
2025-09-20 05:23:11.948143,U017,146.26.44.214,South,Desktop,P021,purchase,success,1.73,normal
2025-09-21 14:08:11.948143,U118,244.92.254.24,West,Desktop,P010,purchase,success,0.13,normal
2025-09-05 21:09:11.948143,U021,12.83.104.153,North,Tablet,P036,login,success,1.93,normal
2025-09-13 13:52:11.948143,U126,18.89.225.212,East,Tablet,P008,login,failed,1.3,normal
2025-09-20 19:46:11.948143,U134,160.149.179.16,East,Desktop,P031,view,success,0.56,normal
2025-09-11 04:49:11.948143,U094,87.228.179.121,North,Desktop,P015,view,success,0.61,normal
2025-09-19 05:04:11.948143,U136,217.10.20.242,West,Mobile,P027,login,success,0.14,normal
2025-09-13 04:22:11.948143,U158,142.67.219.220,West,Desktop,P036,view,success,1.11,normal
2025-09-24 03:44:11.948143,U124,119.4.67.33,West,Tablet,P049,purchase,success,0.37,normal
2025-09-14 07:50:15.948143,U008,203.0.113.1,South,Mobile,P009,purchase,success,0.23,ddos
2025-09-20 11:32:11.948143,U153,7.31.197.149,North,Mobile,P010,view,success,0.6,normal
2025-09-24 20:40:11.948143,U141,65.148.5.28,South,Mobile,P002,view,success,1.96,normal
2025-09-27 11:58:11.948143,U055,104.20.36.155,East,Desktop,P048,click,success,0.16,normal
2025-09-24 06:21:11.948143,U172,16.27.177.183,North,Tablet,P031,login,success,0.82,normal
2025-09-18 19:19:11.948143,U029,25.192.123.190,West,Desktop,P038,view,success,1.4,normal
2025-09-11 22:49:11.948143,U169,41.166.86.188,East,Desktop,P026,login,failed,1.28,normal
2025-09-14 10:17:11.948143,U011,237.168.160.151,West,Desktop,P029,purchase,success,1.99,normal
2025-09-22 16:40:11.948143,U088,154.198.197.146,West,Mobile,P046,view,success,0.85,normal
2025-09-16 21:00:11.948143,U171,60.138.177.110,North,Mobile,P008,view,success,0.76,normal
2025-10-02 20:24:32.948143,U001,203.0.113.1,South,Tablet,P048,click,success,1.14,ddos
2025-10-02 03:26:11.948143,U197,141.195.226.221,West,Tablet,P001,purchase,success,1.3,normal
2025-09-28 15:58:30.948143,U002,203.0.113.1,South,Mobile,P003,click,success,1.9,ddos
2025-09-16 22:09:11.948143,U180,107.192.79.222,North,Tablet,P006,view,success,1.96,normal
2025-09-07 02:06:11.948143,U109,113.146.45.236,West,Mobile,P050,login,failed,1.12,normal
2025-09-29 11:09:11.948143,U018,153.143.90.69,North,Mobile,P019,login,failed,1.75,normal
2025-09-24 07:45:11.948143,U176,101.145.240.10,West,Desktop,P015,view,success,1.79,normal
2025-09-19 03:16:11.948143,U078,255.47.244.201,North,Mobile,P017,login,failed,1.01,normal
2025-09-07 13:53:11.948143,U127,106.27.213.138,South,Desktop,P005,view,success,1.36,normal
2025-09-21 00:57:11.948143,U174,171.251.110.123,West,Mobile,P045,login,failed,0.7,normal
2025-09-06 18:21:11.948143,U032,231.194.154.145,North,Desktop,P043,view,success,1.65,normal
2025-09-26 08:52:11.948143,U082,177.68.121.139,South,Desktop,P007,purchase,success,0.94,normal
2025-09-25 20:53:11.948143,U135,223.177.182.169,West,Tablet,P018,click,success,1.54,normal
2025-09-16 21:59:11.948143,U025,225.199.96.141,West,Desktop,P045,view,success,1.72,normal
2025-09-26 00:23:11.948143,U142,149.20.222.244,East,Tablet,P036,purchase,success,1.25,normal
2025-09-28 11:44:11.948143,U114,39.170.14.158,North,Desktop,P002,login,failed,1.59,normal
2025-09-28 20:51:11.948143,U193,120.26.19.16,East,Desktop,P014,click,success,1.94,normal
2025-09-24 02:21:11.948143,U113,125.59.91.33,East,Desktop,P021,click,success,0.26,normal
2025-09-26 16:23:11.948143,U174,203.74.31.109,East,Desktop,P018,view,success,1.41,normal
2025-10-01 10:37:11.948143,U101,1.183.204.154,South,Mobile,P024,purchase,success,0.56,normal
2025-09-18 08:09:11.948143,U111,22.94.67.17,West,Desktop,P050,purchase,success,1.26,normal
2025-09-09 03:15:11.948143,U109,65.218.218.57,West,Tablet,P003,login,failed,0.22,normal
2025-09-25 08:55:11.948143,U185,151.31.108.87,West,Tablet,P031,view,success,0.38,normal
2025-09-05 22:00:11.948143,U051,80.94.26.234,North,Desktop,P022,click,success,1.24,normal
2025-09-19 17:19:11.948143,U083,246.235.55.195,South,Tablet,P040,click,success,1.92,normal
2025-09-18 07:01:11.948143,U147,8.121.11.59,West,Tablet,P006,view,success,1.42,normal
2025-09-23 12:49:11.948143,U199,109.247.197.248,North,Desktop,P038,click,success,1.29,normal
2025-10-03 16:29:11.948143,U171,93.71.136.139,West,Desktop,P037,view,success,0.64,normal
2025-10-02 14:14:11.948143,U080,68.252.151.170,West,Mobile,P010,click,success,0.19,normal
2025-09-14 08:36:11.948143,U028,19.187.99.140,West,Mobile,P012,login,failed,1.2,normal
2025-09-07 08:45:11.948143,U025,199.224.62.62,South,Desktop,P028,purchase,success,1.65,normal
2025-09-27 03:19:11.948143,U110,67.137.24.141,North,Desktop,P034,login,failed,0.41,normal
2025-10-03 14:58:11.948143,U150,147.197.194.98,East,Mobile,P030,view,success,1.36,normal
2025-09-18 03:15:11.948143,U059,23.1.111.109,South,Desktop,P044,login,failed,0.18,normal
2025-09-08 20:53:11.948143,U011,59.94.154.70,West,Mobile,P043,purchase,success,1.11,normal
2025-09-18 07:09:11.948143,U196,252.124.125.236,South,Tablet,P021,click,success,1.35,normal
2025-09-06 21:18:11.948143,U185,230.156.243.40,South,Tablet,P043,login,success,1.12,normal
2025-09-20 22:51:11.948143,U029,145.6.223.240,West,Tablet,P030,click,success,0.13,normal
2025-09-16 12:41:11.948143,U197,209.149.51.155,East,Mobile,P049,click,success,1.43,normal
2025-09-18 06:05:11.948143,U174,194.50.82.54,East,Tablet,P007,view,success,1.56,normal
2025-09-20 06:14:11.948143,U050,7.229.251.38,East,Desktop,P010,view,success,1.09,normal
2025-09-20 02:45:11.948143,U014,238.69.148.249,West,Desktop,P029,login,failed,1.55,normal
2025-10-04 13:09:11.948143,U182,178.159.220.220,East,Tablet,P047,view,success,1.1,normal
2025-09-27 03:36:11.948143,U068,36.135.86.201,North,Mobile,P013,login,success,0.92,normal
2025-09-14 06:28:11.948143,U158,251.146.10.206,East,Desktop,P011,click,success,1.65,normal
2025-09-18 00:59:11.948143,U128,86.137.24.81,North,Tablet,P008,click,success,1.19,normal
2025-09-11 13:11:11.948143,U168,211.233.237.169,East,Tablet,P032,purchase,success,0.69,normal
2025-10-03 09:20:11.948143,U096,130.227.175.54,East,Mobile,P004,click,success,0.14,normal
2025-09-12 02:15:11.948143,U149,182.27.64.177,North,Mobile,P023,view,success,0.75,normal
2025-09-30 11:24:11.948143,U168,87.51.174.31,West,Tablet,P036,purchase,success,0.88,normal
2025-09-17 08:51:11.948143,U131,92.160.36.236,South,Tablet,P031,purchase,success,0.87,normal
2025-09-15 16:44:11.948143,U168,204.19.131.238,West,Desktop,P024,login,failed,0.92,normal
2025-09-21 08:57:11.948143,U128,174.171.28.79,South,Tablet,P016,purchase,success,0.46,normal
2025-09-23 20:09:33.948143,U009,203.0.113.1,West,Tablet,P028,login,success,0.45,ddos
2025-09-29 07:12:11.948143,U113,86.65.210.22,East,Mobile,P027,purchase,success,0.48,normal
2025-09-09 22:20:11.948143,U130,253.55.75.124,South,Desktop,P043,login,failed,0.12,normal
2025-09-07 02:30:11.948143,U198,155.54.234.205,East,Mobile,P031,view,success,0.18,normal
2025-09-18 16:29:11.948143,U013,188.7.131.80,East,Mobile,P026,purchase,success,1.73,normal
2025-09-30 19:06:11.948143,U122,100.157.74.148,West,Desktop,P047,purchase,success,0.27,normal
2025-09-24 13:15:10.948143,U003,203.0.113.1,East,Desktop,P042,view,success,0.45,ddos
2025-09-27 23:22:11.948143,U118,25.73.195.55,South,Desktop,P002,purchase,success,1.63,normal
2025-09-06 14:24:11.948143,U025,166.151.222.191,East,Desktop,P015,click,success,1.42,normal
2025-09-26 10:47:11.948143,U007,47.107.242.91,West,Tablet,P017,purchase,success,1.95,normal
2025-09-06 13:48:11.948143,U151,40.89.42.84,North,Tablet,P021,click,success,0.98,normal
2025-09-05 17:32:11.948143,U105,118.241.238.81,South,Mobile,P024,view,success,0.53,normal
2025-09-24 18:19:11.948143,U141,41.87.116.165,East,Tablet,P018,login,failed,1.59,normal
2025-09-17 12:59:11.948143,U157,76.221.138.213,West,Desktop,P011,login,failed,1.84,normal
2025-09-25 18:41:11.948143,U057,96.119.220.229,North,Mobile,P038,click,success,0.16,normal
2025-09-05 23:49:11.948143,U136,31.86.168.88,East,Tablet,P024,view,success,1.45,normal
